,[2. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. ],[2. 2. 1. 1. 1. 1. 1. 1. 1. 1. 1. 0. ],[2. 2. 2. 1. 1. 1. 1. 1. 1. 1. 0. 0. ],[2. 2. 2. 2. 1. 1. 1. 1. 1. 0. 0. 0. ],[2. 2. 2. 2. 2. 1. 1. 1. 0. 0. 0. 0. ],[2. 2. 2. 2. 2. 2. 1. 0. 0. 0. 0. 0. ],[3. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 0. ],[3. 2. 1. 1. 1. 1. 1. 1. 1. 1. 0. 0. ],[3. 2. 2. 1. 1. 1. 1. 1. 1. 0. 0. 0. ],[3. 2. 2. 2. 1. 1. 1. 1. 0. 0. 0. 0. ],[3. 2. 2. 2. 2. 1. 1. 0. 0. 0. 0. 0. ],[3. 2. 2. 2. 2. 2. 0. 0. 0. 0. 0. 0. ],[3. 3. 1. 1. 1. 1. 1. 1. 1. 0. 0. 0. ],[3. 3. 2. 1. 1. 1. 1. 1. 0. 0. 0. 0. ],[3. 3. 2. 2. 1. 1. 1. 0. 0. 0. 0. 0. ],[3. 3. 2. 2. 2. 1. 0. 0. 0. 0. 0. 0. ],[3. 3. 3. 1. 1. 1. 1. 0. 0. 0. 0. 0. ],[3. 3. 3. 2. 1. 1. 0. 0. 0. 0. 0. 0. ],[3. 3. 3. 2. 2. 0. 0. 0. 0. 0. 0. 0. ],[3. 3. 3. 3. 1. 0. 0. 0. 0. 0. 0. 0. ],[4. 1. 1. 1. 1. 1. 1. 1. 1. 1. 0. 0. ],[4. 2. 1. 1. 1. 1. 1. 1. 1. 0. 0. 0. ],[4. 2. 2. 1. 1. 1. 1. 1. 0. 0. 0. 0. ],[4. 2. 2. 2. 1. 1. 1. 0. 0. 0. 0. 0. ],[4. 2. 2. 2. 2. 1. 0. 0. 0. 0. 0. 0. ],[4. 3. 1. 1. 1. 1. 1. 1. 0. 0. 0. 0. ],[4. 3. 2. 1. 1. 1. 1. 0. 0. 0. 0. 0. ],[4. 3. 2. 2. 1. 1. 0. 0. 0. 0. 0. 0. ],[4. 3. 2. 2. 2. 0. 0. 0. 0. 0. 0. 0. ],[4. 3. 3. 1. 1. 1. 0. 0. 0. 0. 0. 0. ],[4. 3. 3. 2. 1. 0. 0. 0. 0. 0. 0. 0. ],[4. 3. 3. 3. 0. 0. 0. 0. 0. 0. 0. 0. ],[4. 4. 1. 1. 1. 1. 1. 0. 0. 0. 0. 0. ],[4. 4. 2. 1. 1. 1. 0. 0. 0. 0. 0. 0. ],[4. 4. 2. 2. 1. 0. 0. 0. 0. 0. 0. 0. ],[4. 4. 3. 1. 1. 0. 0. 0. 0. 0. 0. 0. ],[4. 4. 3. 2. 0. 0. 0. 0. 0. 0. 0. 0. ],[4. 4. 4. 1. 0. 0. 0. 0. 0. 0. 0. 0. ],[5. 1. 1. 1. 1. 1. 1. 1. 1. 0. 0. 0. ],[5. 2. 1. 1. 1. 1. 1. 1. 0. 0. 0. 0. ],[5. 2. 2. 1. 1. 1. 1. 0. 0. 0. 0. 0. ],[5. 2. 2. 2. 1. 1. 0. 0. 0. 0. 0. 0. ],[5. 2. 2. 2. 2. 0. 0. 0. 0. 0. 0. 0. ],[5. 3. 1. 1. 1. 1. 1. 0. 0. 0. 0. 0. ],[5. 3. 2. 1. 1. 1. 0. 0. 0. 0. 0. 0. ],[5. 3. 2. 2. 1. 0. 0. 0. 0. 0. 0. 0. ],[5. 3. 3. 1. 1. 0. 0. 0. 0. 0. 0. 0. ],[5. 3. 3. 2. 0. 0. 0. 0. 0. 0. 0. 0. ],[5. 4. 1. 1. 1. 1. 0. 0. 0. 0. 0. 0. ],[5. 4. 2. 1. 1. 0. 0. 0. 0. 0. 0. 0. ],[5. 4. 2. 2. 0. 0. 0. 0. 0. 0. 0. 0. ],[5. 4. 3. 1. 0. 0. 0. 0. 0. 0. 0. 0. ],[5. 4. 4. 0. 0. 0. 0. 0. 0. 0. 0. 0. ],[5. 5. 1. 1. 1. 0. 0. 0. 0. 0. 0. 0. ],[5. 5. 2. 1. 0. 0. 0. 0. 0. 0. 0. 0. ],[5. 5. 3. 0. 0. 0. 0. 0. 0. 0. 0. 0. ],[6. 1. 1. 1. 1. 1. 1. 1. 0. 0. 0. 0. ],[6. 2. 1. 1. 1. 1. 1. 0. 0. 0. 0. 0. ],[6. 2. 2. 1. 1. 1. 0. 0. 0. 0. 0. 0. ],[6. 2. 2. 2. 1. 0. 0. 0. 0. 0. 0. 0. ],[6. 3. 1. 1. 1. 1. 0. 0. 0. 0. 0. 0. ],[6. 3. 2. 1. 1. 0. 0. 0. 0. 0. 0. 0. ],[6. 3. 2. 2. 0. 0. 0. 0. 0. 0. 0. 0. ],[6. 3. 3. 1. 0. 0. 0. 0. 0. 0. 0. 0. ],[6. 4. 1. 1. 1. 0. 0. 0. 0. 0. 0. 0. ],[6. 4. 2. 1. 0. 0. 0. 0. 0. 0. 0. 0. ],[6. 4. 3. 0. 0. 0. 0. 0. 0. 0. 0. 0. ],[6. 5. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. ],[6. 5. 2. 0. 0. 0. 0. 0. 0. 0. 0. 0. ],[6. 6. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. ],[7. 1. 1. 1. 1. 1. 1. 0. 0. 0. 0. 0. ],[7. 2. 1. 1. 1. 1. 0. 0. 0. 0. 0. 0. ],[7. 2. 2. 1. 1. 0. 0. 0. 0. 0. 0. 0. ],[7. 2. 2. 2. 0. 0. 0. 0. 0. 0. 0. 0. ],[7. 3. 1. 1. 1. 0. 0. 0. 0. 0. 0. 0. ],[7. 3. 2. 1. 0. 0. 0. 0. 0. 0. 0. 0. ],[7. 3. 3. 0. 0. 0. 0. 0. 0. 0. 0. 0. ],[7. 4. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. ],[7. 4. 2. 0. 0. 0. 0. 0. 0. 0. 0. 0. ],[7. 5. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. ],[7. 6. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. ],[8. 1. 1. 1. 1. 1. 0. 0. 0. 0. 0. 0. ],[8. 2. 1. 1. 1. 0. 0. 0. 0. 0. 0. 0. ],[8. 2. 2. 1. 0. 0. 0. 0. 0. 0. 0. 0. ],[8. 3. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. ],[8. 3. 2. 0. 0. 0. 0. 0. 0. 0. 0. 0. ],[8. 4. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. ],[8. 5. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. ],[9. 1. 1. 1. 1. 0. 0. 0. 0. 0. 0. 0. ],[9. 2. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. ],[9. 2. 2. 0. 0. 0. 0. 0. 0. 0. 0. 0. ],[9. 3. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. ],[9. 4. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. ],[10. 1. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. ],[10. 2. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. ],[10. 3. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. ],[11. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. ],[11. 2. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. ],[12. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. ],[13. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. ]
[6. 4. 2. 1. 0. 0. 0. 0. 0. 0. 0. 0. ],-1,-1,-1,-1,-1,-0.987373737373737,-1,-1,-1,-1,-0.971380471380471,-0.873737373737374,-1,-1,-0.952020202020202,-0.83030303030303,-0.929292929292929,-0.780808080808081,-0.536363636363636,-0.474242424242424,-1,-1,-1,-0.960353535353535,-0.848484848484849,-1,-0.941750841750842,-0.802525252525253,-0.557070707070707,-0.75050505050505,-0.491835016835017,-0.0651515151515152,-0.937710437710438,-0.781313131313131,-0.518350168350168,-0.447138047138047,-0.0651515151515152,-0,-1,-1,-0.941750841750842,-0.797474747474747,-0.544949494949495,-0.920454545454545,-0.747727272727273,-0.480976430976431,-0.416161616161616,-0.0553872053872054,-0.73030303030303,-0.44503367003367,-0.0602693602693603,-0,0.516666666666667,-0.378282828282828,-0,0.472727272727273,-1,-0.937710437710438,-0.781313131313131,-0.513888888888889,-0.73030303030303,-0.44503367003367,-0.0602693602693603,-0,-0.408333333333333,0,0.515151515151515,0.0602693602693603,0.515151515151515,0.598484848484849,-0.919191919191919,-0.733333333333333,-0.447138047138047,-0.0651515151515152,-0.378282828282828,0,0.472727272727273,0.0602693602693603,0.515151515151515,0.546969696969697,0.931818181818182,-0.671717171717172,-0.345454545454545,0.0602693602693603,0.120538720538721,0.542424242424242,0.618181818181818,0.931818181818182,-0.236363636363636,0.185690235690236,0.612121212121212,0.637878787878788,0.954545454545455,0.311111111111111,0.709090909090909,0.954545454545455,0.793939393939394,0.977272727272727,1,1
[6. 4. 3. 0. 0. 0. 0. 0. 0. 0. 0. 0. ],-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-0.924242424242424,-1,-1,-1,-0.939393939393939,-1,-0.954545454545455,-0.745454545454545,-0.796969696969697,-1,-1,-1,-1,-0.939393939393939,-1,-1,-0.951515151515152,-0.749242424242424,-0.963636363636364,-0.795454545454545,-0.457575757575758,-1,-0.963636363636364,-0.8,-0.840909090909091,-0.487878787878788,-0.586363636363636,-1,-1,-1,-0.939393939393939,-0.712121212121212,-1,-0.951515151515152,-0.756060606060606,-0.8,-0.406060606060606,-0.963636363636364,-0.806818181818182,-0.439393939393939,-0.515151515151515,-0.0696969696969697,-0.813636363636364,-0.472727272727273,-0,-1,-1,-0.954545454545455,-0.763636363636364,-0.963636363636364,-0.802272727272727,-0.412121212121212,-0.487878787878788,-0.845454545454545,-0.515151515151515,0,-0.542424242424242,0,-0.0696969696969697,-1,-0.954545454545455,-0.772727272727273,-0.377272727272727,-0.809090909090909,-0.446969696969697,0.0696969696969697,-0.542424242424242,0,-0.0696969696969697,0.583333333333333,-0.954545454545455,-0.772727272727273,-0.377272727272727,-0.446969696969697,0.139393939393939,0,0.598484848484849,-0.772727272727273,-0.377272727272727,0.209090909090909,0.139393939393939,0.681818181818182,-0.377272727272727,0.209090909090909,0.78030303030303,0.209090909090909,0.795454545454545,0.795454545454545,1
[6. 5. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. ],-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-0.924242424242424,-1,-1,-1,-0.904040404040404,-1,-0.881818181818182,-0.611111111111111,-0.536363636363636,-1,-1,-1,-1,-0.904040404040404,-1,-1,-0.881818181818182,-0.611111111111111,-0.857575757575758,-0.536363636363636,-0,-1,-0.857575757575758,-0.536363636363636,-0.454545454545455,-0,0.13030303030303,-1,-1,-1,-0.903030303030303,-0.657070707070707,-1,-0.883838383838384,-0.59040404040404,-0.517508417508417,-0.0651515151515152,-0.863131313131313,-0.517508417508417,-0.0651515151515152,0.0651515151515152,0.637878787878788,-0.511111111111111,-0,0.612121212121212,-1,-1,-0.91010101010101,-0.662121212121212,-0.894949494949495,-0.602020202020202,-0.180808080808081,-0.0602693602693603,-0.536868686868687,-0.0602693602693603,0.542424242424242,0,0.515151515151515,0.56969696969697,-1,-0.894949494949495,-0.623569023569024,-0.231313131313131,-0.562626262626263,-0.120538720538721,0.472727272727273,0,0.472727272727273,0.590909090909091,0.931818181818182,-0.878787878787879,-0.562626262626263,-0.120538720538721,0,0.472727272727273,0.612121212121212,0.954545454545455,-0.496969696969697,0,0.472727272727273,0.612121212121212,0.954545454545455,0.13030303030303,0.612121212121212,0.954545454545455,0.754545454545455,0.954545454545455,1,1
[6. 5. 2. 0. 0. 0. 0. 0. 0. 0. 0. 0. ],-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-0.984848484848485,-1,-0.96969696969697,-0.875757575757576,-0.833333333333333,-1,-1,-1,-1,-0.984848484848485,-1,-1,-0.96969696969697,-0.866666666666667,-0.954545454545455,-0.824242424242424,-0.496969696969697,-1,-0.954545454545455,-0.815151515151515,-0.772727272727273,-0.456060606060606,-0.377272727272727,-1,-1,-1,-0.975757575757576,-0.887878787878788,-1,-0.963636363636364,-0.848484848484849,-0.809090909090909,-0.527272727272727,-0.951515151515152,-0.802272727272727,-0.492424242424242,-0.446969696969697,0.139393939393939,-0.8,-0.487878787878788,0.0696969696969697,-1,-1,-0.972727272727273,-0.879545454545455,-0.963636363636364,-0.845454545454545,-0.590909090909091,-0.542424242424242,-0.806818181818182,-0.515151515151515,-0,-0.515151515151515,0,-0.0696969696969697,-1,-0.963636363636364,-0.845454545454545,-0.586363636363636,-0.813636363636364,-0.542424242424242,-0.0696969696969697,-0.472727272727273,0,0,0.583333333333333,-0.954545454545455,-0.809090909090909,-0.516666666666667,-0.472727272727273,0,0.0696969696969697,0.681818181818182,-0.772727272727273,-0.446969696969697,0.0696969696969697,0.0696969696969697,0.696969696969697,-0.377272727272727,0.139393939393939,0.696969696969697,0.209090909090909,0.78030303030303,0.795454545454545,1
[6. 6. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. ],-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-0.893939393939394,-0.884848484848485,-1,-1,-1,-1,-1,-1,-1,-1,-0.893939393939394,-1,-0.884848484848485,-0.496969696969697,-1,-1,-0.884848484848485,-0.875757575757576,-0.496969696969697,-0.456060606060606,-1,-1,-1,-1,-0.893939393939394,-1,-1,-0.884848484848485,-0.875757575757576,-0.496969696969697,-1,-0.875757575757576,-0.496969696969697,-0.456060606060606,0.209090909090909,-0.866666666666667,-0.456060606060606,0.209090909090909,-1,-1,-1,-0.931818181818182,-1,-0.927272727272727,-0.627272727272727,-0.598484848484849,-0.922727272727273,-0.598484848484849,0.0696969696969697,-0.56969696969697,0.0696969696969697,0,-1,-1,-0.927272727272727,-0.663636363636364,-0.922727272727273,-0.637878787878788,-0.0696969696969697,-0.612121212121212,-0.0696969696969697,0,0.666666666666667,-1,-0.922727272727273,-0.637878787878788,-0.612121212121212,-0.0696969696969697,0,0.696969696969697,-0.918181818181818,-0.612121212121212,-0.0696969696969697,0,0.696969696969697,-0.586363636363636,0,0.696969696969697,0.0696969696969697,0.696969696969697,0.78030303030303,1
[7. 1. 1. 1. 1. 1. 1. 0. 0. 0. 0. 0. ],-1,-1,-1,-1,-0.993145743145743,-0.964285714285714,-1,-1,-1,-0.974747474747475,-0.899170274170274,-0.764069264069264,-1,-0.929292929292929,-0.779040404040404,-0.573593073593074,-0.585858585858586,-0.318181818181818,-0.0631313131313131,0.255050505050505,-1,-1,-0.929292929292929,-0.779040404040404,-0.573593073593074,-0.833333333333333,-0.585858585858586,-0.318181818181818,-0.0631313131313131,-0,0.255050505050505,0.737373737373737,-0.303030303030303,-0,0.255050505050505,0.573232323232323,0.737373737373737,0.919191919191919,-1,-0.833333333333333,-0.585858585858586,-0.318181818181818,-0.0631313131313131,-0.303030303030303,-0,0.255050505050505,0.573232323232323,0.737373737373737,0.363636363636364,0.573232323232323,0.737373737373737,0.919191919191919,1,0.840909090909091,0.919191919191919,1,-0.651515151515151,-0.303030303030303,-0,0.255050505050505,0.363636363636364,0.573232323232323,0.737373737373737,0.919191919191919,0.840909090909091,0.919191919191919,1,1,1,1,0,0.318181818181818,0.55050505050505,0.727272727272727,0.840909090909091,0.919191919191919,1,1,1,1,1,0.643939393939394,0.795454545454545,0.896464646464647,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
[7. 2. 1. 1. 1. 1. 0. 0. 0. 0. 0. 0. ],-1,-1,-1,-1,-0.990800865800866,-0.963924963924964,-1,-1,-1,-0.973304473304473,-0.914321789321789,-0.813672438672439,-1,-0.936868686868687,-0.836219336219336,-0.69047619047619,-0.726767676767677,-0.54004329004329,-0.313888888888889,-0.116161616161616,-1,-1,-0.936868686868687,-0.8248556998557,-0.663600288600289,-0.86969696969697,-0.707575757575758,-0.502669552669553,-0.265656565656566,-0.31969696969697,-0.0595959595959596,0.414141414141414,-0.525252525252525,-0.26969696969697,-0.00303030303030303,0.20959595959596,0.465656565656566,0.691919191919192,-1,-0.86969696969697,-0.688383838383838,-0.465295815295815,-0.217424242424242,-0.525252525252525,-0.26969696969697,-0.00303030303030303,0.20959595959596,0.465656565656566,-0,0.271717171717172,0.517171717171717,0.691919191919192,0.954545454545455,0.536363636363636,0.733333333333333,0.954545454545455,-0.756060606060606,-0.494949494949495,-0.21969696969697,0.0535353535353535,-0,0.271717171717172,0.517171717171717,0.691919191919192,0.536363636363636,0.733333333333333,0.954545454545455,0.894949494949495,0.963636363636364,1,-0.318181818181818,0,0.29040404040404,0.545454545454545,0.507575757575758,0.722222222222222,0.954545454545455,0.894949494949495,0.963636363636364,1,1,0.242424242424242,0.507575757575758,0.719191919191919,0.863131313131313,0.951515151515152,1,1,0.766666666666667,0.894949494949495,0.963636363636364,1,1,1,1,1,1,1,1,1
[7. 2. 2. 1. 1. 0. 0. 0. 0. 0. 0. 0. ],-1,-1,-1,-1,-0.992929292929293,-0.97979797979798,-1,-1,-1,-0.97979797979798,-0.943181818181818,-0.888888888888889,-1,-0.954545454545455,-0.89040404040404,-0.806818181818182,-0.823484848484848,-0.716414141414141,-0.56780303030303,-0.460858585858586,-1,-1,-0.954545454545455,-0.878661616161616,-0.771212121212121,-0.911616161616162,-0.803451178451178,-0.669612794612795,-0.488257575757576,-0.565909090909091,-0.372348484848485,-0.0101010101010101,-0.683922558922559,-0.502020202020202,-0.276388888888889,-0.16489898989899,0.113131313131313,0.324242424242424,-1,-0.911616161616162,-0.783417508417508,-0.618686868686869,-0.402525252525253,-0.683922558922559,-0.502020202020202,-0.276388888888889,-0.16489898989899,0.113131313131313,-0.309090909090909,-0.05496632996633,0.238720538720539,0.324242424242424,0.772727272727273,0.16489898989899,0.447138047138047,0.772727272727273,-0.844444444444444,-0.652777777777778,-0.433080808080808,-0.172979797979798,-0.309090909090909,-0.05496632996633,0.238720538720539,0.324242424242424,0.16489898989899,0.447138047138047,0.772727272727273,0.623569023569024,0.845454545454545,0.927272727272727,-0.55050505050505,-0.29040404040404,0,0.325757575757576,0.110858585858586,0.412457912457912,0.763636363636364,0.602020202020202,0.840909090909091,0.927272727272727,1,-0.113636363636364,0.172979797979798,0.473905723905724,0.539057239057239,0.8,0.901515151515151,1,0.402525252525253,0.664983164983165,0.877272727272727,0.901515151515151,1,0.816161616161616,0.953030303030303,1,1,1,1,1
[7. 2. 2. 2. 0. 0. 0. 0. 0. 0. 0. 0. ],-1,-1,-1,-1,-0.997474747474748,-1,-1,-1,-1,-0.98989898989899,-0.979292929292929,-1,-1,-0.974747474747475,-0.943434343434343,-0.921212121212121,-0.897979797979798,-0.85,-0.816161616161616,-0.731313131313131,-1,-1,-0.974747474747475,-0.937373737373737,-0.904545454545455,-0.94949494949495,-0.885858585858586,-0.818181818181818,-0.751515151515151,-0.745454545454545,-0.654040404040404,-0.462626262626263,-0.808080808080808,-0.695454545454545,-0.562626262626263,-0.491919191919192,-0.311111111111111,-0.115656565656566,-1,-0.94949494949495,-0.873737373737374,-0.783333333333333,-0.674242424242424,-0.808080808080808,-0.695454545454545,-0.562626262626263,-0.491919191919192,-0.311111111111111,-0.557575757575758,-0.378282828282828,-0.13030303030303,-0.115656565656566,0.377272727272727,-0.201010101010101,0.0651515151515152,0.377272727272727,-0.911616161616162,-0.787878787878788,-0.640909090909091,-0.456060606060606,-0.557575757575758,-0.378282828282828,-0.13030303030303,-0.115656565656566,-0.201010101010101,0.0651515151515152,0.377272727272727,0.231313131313131,0.586363636363636,0.663636363636364,-0.727272727272727,-0.545454545454545,-0.325757575757576,0,-0.262626262626263,0,0.336363636363636,0.180808080808081,0.563636363636364,0.645454545454546,0.954545454545455,-0.414141414141414,-0.174747474747475,0.13030303030303,0.115656565656566,0.48030303030303,0.58030303030303,0.931818181818182,0.0101010101010101,0.311111111111111,0.712121212121212,0.58030303030303,0.931818181818182,0.462626262626263,0.775757575757576,0.931818181818182,0.83030303030303,1,1,1
[7. 3. 1. 1. 1. 0. 0. 0. 0. 0. 0. 0. ],-1,-1,-1,-1,-1,-0.954545454545455,-1,-1,-1,-1,-0.940656565656566,-0.794191919191919,-1,-1,-0.931439393939394,-0.760353535353535,-0.931060606060606,-0.729924242424242,-0.427272727272727,-0.345959595959596,-1,-1,-1,-0.914204545454545,-0.733080808080808,-1,-0.906313131313131,-0.698106060606061,-0.404292929292929,-0.668560606060606,-0.328093434343434,0.174747474747475,-0.876262626262626,-0.63219696969697,-0.310227272727273,-0.227020202020202,0.157070707070707,0.28030303030303,-1,-1,-0.881565656565657,-0.651262626262626,-0.347727272727273,-0.876262626262626,-0.610984848484848,-0.267361111111111,-0.172979797979798,0.218686868686869,-0.536363636363636,-0.16489898989899,0.201010101010101,0.345454545454545,0.772727272727273,-0,0.378282828282828,0.809090909090909,-1,-0.842171717171717,-0.553409090909091,-0.206628787878788,-0.507575757575758,-0.110858585858586,0.262626262626263,0.410606060606061,-0,0.378282828282828,0.809090909090909,0.562626262626263,0.813636363636364,0.922727272727273,-0.840909090909091,-0.507575757575758,-0.110858585858586,0.262626262626263,0,0.408333333333333,0.840909090909091,0.536868686868687,0.806818181818182,0.922727272727273,1,-0.424242424242424,0,0.378282828282828,0.536868686868687,0.806818181818182,0.89469696969697,1,0.186363636363636,0.562626262626263,0.813636363636364,0.922727272727273,1,0.751515151515151,0.922727272727273,1,1,1,1,1
[7. 3. 2. 1. 0. 0. 0. 0. 0. 0. 0. 0. ],-1,-1,-1,-1,-1,-0.987373737373737,-1,-1,-1,-1,-0.976262626262626,-0.896464646464647,-1,-1,-0.968686868686869,-0.884343434343434,-0.966666666666667,-0.874747474747475,-0.698484848484848,-0.69040404040404,-1,-1,-1,-0.960353535353535,-0.850505050505051,-1,-0.954208754208754,-0.840909090909091,-0.63459595959596,-0.834848484848485,-0.632491582491582,-0.311111111111111,-0.937710437710438,-0.796464646464646,-0.56952861952862,-0.56952861952862,-0.241077441077441,-0.180808080808081,-1,-1,-0.941750841750842,-0.797474747474747,-0.544949494949495,-0.937710437710438,-0.788888888888889,-0.543939393939394,-0.539057239057239,-0.185690235690236,-0.741414141414141,-0.477609427609428,-0.120538720538721,-0.120538720538721,0.377272727272727,-0.378282828282828,-0,0.446969696969697,-1,-0.920454545454545,-0.737373737373737,-0.446464646464646,-0.73030303030303,-0.44503367003367,-0.0602693602693603,-0.0602693602693603,-0.378282828282828,-0,0.446969696969697,0.120538720538721,0.542424242424242,0.637878787878788,-0.919191919191919,-0.722222222222222,-0.412457912457912,-0,-0.408333333333333,0,0.487878787878788,0.0602693602693603,0.515151515151515,0.618181818181818,0.954545454545455,-0.671717171717172,-0.345454545454545,0.0602693602693603,0.0602693602693603,0.515151515151515,0.546969696969697,0.931818181818182,-0.236363636363636,0.185690235690236,0.612121212121212,0.618181818181818,0.931818181818182,0.311111111111111,0.709090909090909,0.954545454545455,0.793939393939394,0.977272727272727,1,1
[7. 3. 3. 0. 0. 0. 0. 0. 0. 0. 0. 0. ],-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-0.939393939393939,-1,-1,-1,-0.963636363636364,-1,-0.981818181818182,-0.868181818181818,-0.939393939393939,-1,-1,-1,-1,-0.939393939393939,-1,-1,-0.963636363636364,-0.8,-0.981818181818182,-0.877272727272727,-0.712121212121212,-1,-0.963636363636364,-0.813636363636364,-0.886363636363636,-0.612121212121212,-0.663636363636364,-1,-1,-1,-0.939393939393939,-0.712121212121212,-1,-0.963636363636364,-0.8,-0.877272727272727,-0.557575757575758,-0.963636363636364,-0.813636363636364,-0.472727272727273,-0.612121212121212,-0.209090909090909,-0.813636363636364,-0.472727272727273,-0.0696969696969697,-1,-1,-0.939393939393939,-0.712121212121212,-0.963636363636364,-0.8,-0.406060606060606,-0.557575757575758,-0.813636363636364,-0.472727272727273,-0.0696969696969697,-0.472727272727273,0.0696969696969697,0.0696969696969697,-1,-0.954545454545455,-0.763636363636364,-0.336363636363636,-0.840909090909091,-0.487878787878788,0,-0.542424242424242,0,0,0.681818181818182,-0.954545454545455,-0.772727272727273,-0.377272727272727,-0.516666666666667,0.0696969696969697,-0.0696969696969697,0.598484848484849,-0.772727272727273,-0.377272727272727,0.209090909090909,0.0696969696969697,0.598484848484849,-0.377272727272727,0.209090909090909,0.765151515151515,0.209090909090909,0.795454545454545,0.795454545454545,1
[7. 4. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. ],-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-0.924242424242424,-1,-1,-1,-0.904040404040404,-1,-0.881818181818182,-0.611111111111111,-0.536363636363636,-1,-1,-1,-1,-0.920707070707071,-1,-1,-0.903030303030303,-0.657070707070707,-0.883838383838384,-0.59040404040404,-0.0651515151515152,-1,-0.91010101010101,-0.644444444444444,-0.58047138047138,-0.13030303030303,-0.0651515151515152,-1,-1,-1,-0.903030303030303,-0.671212121212121,-1,-0.883838383838384,-0.608080808080808,-0.539057239057239,-0.115656565656566,-0.894949494949495,-0.602020202020202,-0.180808080808081,-0.0602693602693603,0.516666666666667,-0.562626262626263,-0.120538720538721,0.472727272727273,-1,-1,-0.883838383838384,-0.608080808080808,-0.863131313131313,-0.539057239057239,-0.115656565656566,0.00488215488215488,-0.536868686868687,-0.0602693602693603,0.542424242424242,-0,0.472727272727273,0.612121212121212,-1,-0.894949494949495,-0.602020202020202,-0.180808080808081,-0.536868686868687,-0.0602693602693603,0.542424242424242,0,0.515151515151515,0.590909090909091,0.954545454545455,-0.878787878787879,-0.562626262626263,-0.120538720538721,0,0.472727272727273,0.590909090909091,0.931818181818182,-0.496969696969697,0,0.472727272727273,0.612121212121212,0.954545454545455,0.13030303030303,0.612121212121212,0.954545454545455,0.754545454545455,0.954545454545455,1,1
[7. 4. 2. 0. 0. 0. 0. 0. 0. 0. 0. 0. ],-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-0.984848484848485,-1,-0.96969696969697,-0.875757575757576,-0.833333333333333,-1,-1,-1,-1,-0.987878787878788,-1,-1,-0.975757575757576,-0.89469696969697,-0.963636363636364,-0.85530303030303,-0.562121212121212,-1,-0.972727272727273,-0.881818181818182,-0.845454545454545,-0.598484848484849,-0.586363636363636,-1,-1,-1,-0.975757575757576,-0.887878787878788,-1,-0.963636363636364,-0.850757575757576,-0.813636363636364,-0.546969696969697,-0.963636363636364,-0.845454545454545,-0.590909090909091,-0.542424242424242,-0.0696969696969697,-0.813636363636364,-0.542424242424242,-0.0696969696969697,-1,-1,-0.963636363636364,-0.843939393939394,-0.951515151515152,-0.806818181818182,-0.513636363636364,-0.472727272727273,-0.806818181818182,-0.515151515151515,-0,-0.472727272727273,-0,0.0696969696969697,-1,-0.963636363636364,-0.840909090909091,-0.563636363636364,-0.806818181818182,-0.515151515151515,-0,-0.515151515151515,0,0,0.681818181818182,-0.954545454545455,-0.809090909090909,-0.516666666666667,-0.472727272727273,0,0,0.598484848484849,-0.772727272727273,-0.446969696969697,0.0696969696969697,0.0696969696969697,0.681818181818182,-0.377272727272727,0.139393939393939,0.696969696969697,0.209090909090909,0.78030303030303,0.795454545454545,1
